row_index,sequence_id,key,dataset,seq_name,annotation_source,evaluation_mode,frame_count,ground_truth_frames,scored_frames,matched_prediction_frames,auc,norm_precision,accuracy_score,total_lost_frames,video_path,annotation_path,match_type,local_label,warning,error
0,dataset1__basketball,dataset1/basketball,dataset1,basketball,none,unscored,324,0,0,324,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\basketball\basketball.mp4,,unmatched,,,
1,dataset1__basketball_2,dataset1/basketball_2,dataset1,basketball_2,none,unscored,184,0,0,184,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\basketball_2\basketball_2.mp4,,unmatched,,,
2,dataset1__basketball_3,dataset1/basketball_3,dataset1,basketball_3,none,unscored,181,0,0,181,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\basketball_3\basketball_3.mp4,,unmatched,,,
3,dataset1__Car_video,dataset1/Car_video,dataset1,Car_video,none,unscored,585,0,0,585,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\Car_video\Car_video.mp4,,unmatched,,,
4,dataset1__Car_video_2,dataset1/Car_video_2,dataset1,Car_video_2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\Car_video_2\Car_video_2.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\Car_video_2\annotation.txt,unmatched,,,
5,dataset1__Car_video_3,dataset1/Car_video_3,dataset1,Car_video_3,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\Car_video_3\Car_video_3.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\Car_video_3\annotation.txt,unmatched,,,
6,dataset1__Car_video_4,dataset1/Car_video_4,dataset1,Car_video_4,none,unscored,415,0,0,415,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\Car_video_4\Car_video_4.mp4,,unmatched,,,
7,dataset1__cows,dataset1/cows,dataset1,cows,none,unscored,489,0,0,489,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\cows\cows.mp4,,unmatched,,,
8,dataset1__horse_4,dataset1/horse_4,dataset1,horse_4,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\horse_4\horse_4.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\horse_4\annotation.txt,unmatched,,,
9,dataset1__horse_6,dataset1/horse_6,dataset1,horse_6,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\horse_6\horse_6.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\horse_6\annotation.txt,unmatched,,,
10,dataset1__motorcycle,dataset1/motorcycle,dataset1,motorcycle,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\motorcycle\motorcycle.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\motorcycle\annotation.txt,unmatched,,,
11,dataset1__person_3,dataset1/person_3,dataset1,person_3,none,unscored,930,0,0,930,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\person_3\person_3.mp4,,unmatched,,,
12,dataset1__person_4,dataset1/person_4,dataset1,person_4,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\person_4\person_4.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\person_4\annotation.txt,unmatched,,,
13,dataset1__plane,dataset1/plane,dataset1,plane,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\plane\plane.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\plane\annotation.txt,unmatched,,,
14,dataset1__sheeps,dataset1/sheeps,dataset1,sheeps,none,unscored,283,0,0,283,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\sheeps\sheeps.mp4,,unmatched,,,
15,dataset1__sheeps_2,dataset1/sheeps_2,dataset1,sheeps_2,none,unscored,240,0,0,240,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\sheeps_2\sheeps_2.mp4,,unmatched,,,
16,dataset1__surfer,dataset1/surfer,dataset1,surfer,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\surfer\surfer.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\surfer\annotation.txt,unmatched,,,
17,dataset1__surfer_1,dataset1/surfer_1,dataset1,surfer_1,none,unscored,743,0,0,743,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\surfer_1\surfer_1.mp4,,unmatched,,,
18,dataset1__volleyball,dataset1/volleyball,dataset1,volleyball,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\volleyball\volleyball.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset1\volleyball\annotation.txt,unmatched,,,
19,dataset2__Animal1,dataset2/Animal1,dataset2,Animal1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Animal1\Animal1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Animal1\annotation.txt,matched,DTB70/Animal1,,
20,dataset2__Animal2,dataset2/Animal2,dataset2,Animal2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Animal2\Animal2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Animal2\annotation.txt,matched,DTB70/Animal2,,
21,dataset2__Animal3,dataset2/Animal3,dataset2,Animal3,local,scored,309,309,309,309,0.23131453228540608,0.17645245800585604,0.20936970257358606,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Animal3\Animal3_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\DTB70\Animal3\groundtruth_rect.txt,matched,DTB70/Animal3,,
22,dataset2__Animal4,dataset2/Animal4,dataset2,Animal4,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Animal4\Animal4_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Animal4\annotation.txt,matched,DTB70/Animal4,,
23,dataset2__Basketball,dataset2/Basketball,dataset2,Basketball,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Basketball\Basketball_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Basketball\annotation.txt,matched,DTB70/Basketball,,
24,dataset2__BMX2,dataset2/BMX2,dataset2,BMX2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\BMX2\BMX2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\BMX2\annotation.txt,matched,DTB70/BMX2,,
25,dataset2__BMX3,dataset2/BMX3,dataset2,BMX3,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\BMX3\BMX3_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\BMX3\annotation.txt,matched,DTB70/BMX3,,
26,dataset2__BMX4,dataset2/BMX4,dataset2,BMX4,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\BMX4\BMX4_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\BMX4\annotation.txt,matched,DTB70/BMX4,,
27,dataset2__BMX5,dataset2/BMX5,dataset2,BMX5,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\BMX5\BMX5_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\BMX5\annotation.txt,matched,DTB70/BMX5,,
28,dataset2__Car2,dataset2/Car2,dataset2,Car2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Car2\Car2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Car2\annotation.txt,matched,DTB70/Car2,,
29,dataset2__Car4,dataset2/Car4,dataset2,Car4,local,scored,217,217,217,217,0.8189598420013168,0.9115646258503401,0.8560017555409261,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Car4\Car4_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\DTB70\Car4\groundtruth_rect.txt,matched,DTB70/Car4,,
30,dataset2__Car5,dataset2/Car5,dataset2,Car5,local,scored,84,84,84,84,0.8633786848072563,0.9206349206349207,0.886281179138322,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Car5\Car5_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\DTB70\Car5\groundtruth_rect.txt,matched,DTB70/Car5,,
31,dataset2__Car6,dataset2/Car6,dataset2,Car6,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Car6\Car6_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Car6\annotation.txt,matched,DTB70/Car6,,
32,dataset2__Car8,dataset2/Car8,dataset2,Car8,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Car8\Car8_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Car8\annotation.txt,matched,DTB70/Car8,,
33,dataset2__ChasingDrones,dataset2/ChasingDrones,dataset2,ChasingDrones,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\ChasingDrones\ChasingDrones_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\ChasingDrones\annotation.txt,matched,DTB70/ChasingDrones,,
34,dataset2__Girl1,dataset2/Girl1,dataset2,Girl1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Girl1\Girl1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Girl1\annotation.txt,matched,DTB70/Girl1,,
35,dataset2__Girl2,dataset2/Girl2,dataset2,Girl2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Girl2\Girl2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Girl2\annotation.txt,matched,DTB70/Girl2,,
36,dataset2__Gull1,dataset2/Gull1,dataset2,Gull1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Gull1\Gull1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Gull1\annotation.txt,matched,DTB70/Gull1,,
37,dataset2__Gull2,dataset2/Gull2,dataset2,Gull2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Gull2\Gull2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Gull2\annotation.txt,matched,DTB70/Gull2,,
38,dataset2__Horse1,dataset2/Horse1,dataset2,Horse1,local,scored,149,149,149,149,0.7440076701821668,0.8440396292745286,0.7840204538191116,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Horse1\Horse1_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\DTB70\Horse1\groundtruth_rect.txt,matched,DTB70/Horse1,,
39,dataset2__Horse2,dataset2/Horse2,dataset2,Horse2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Horse2\Horse2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Horse2\annotation.txt,matched,DTB70/Horse2,,
40,dataset2__Kiting,dataset2/Kiting,dataset2,Kiting,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Kiting\Kiting_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Kiting\annotation.txt,matched,DTB70/Kiting,,
41,dataset2__ManRunning1,dataset2/ManRunning1,dataset2,ManRunning1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\ManRunning1\ManRunning1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\ManRunning1\annotation.txt,matched,DTB70/ManRunning1,,
42,dataset2__ManRunning2,dataset2/ManRunning2,dataset2,ManRunning2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\ManRunning2\ManRunning2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\ManRunning2\annotation.txt,matched,DTB70/ManRunning2,,
43,dataset2__Motor1,dataset2/Motor1,dataset2,Motor1,local,scored,78,78,78,78,0.4993894993894994,0.7094017094017094,0.5833943833943834,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Motor1\Motor1_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\DTB70\Motor1\groundtruth_rect.txt,matched,DTB70/Motor1,,
44,dataset2__Motor2,dataset2/Motor2,dataset2,Motor2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Motor2\Motor2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Motor2\annotation.txt,matched,DTB70/Motor2,,
45,dataset2__MountainBike1,dataset2/MountainBike1,dataset2,MountainBike1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\MountainBike1\MountainBike1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\MountainBike1\annotation.txt,matched,DTB70/MountainBike1,,
46,dataset2__MountainBike5,dataset2/MountainBike5,dataset2,MountainBike5,local,scored,107,107,107,107,0.7810413885180241,0.8847352024922118,0.8225189141076992,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\MountainBike5\MountainBike5_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\DTB70\MountainBike5\groundtruth_rect.txt,matched,DTB70/MountainBike5,,
47,dataset2__MountainBike6,dataset2/MountainBike6,dataset2,MountainBike6,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\MountainBike6\MountainBike6_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\MountainBike6\annotation.txt,matched,DTB70/MountainBike6,,
48,dataset2__Paragliding3,dataset2/Paragliding3,dataset2,Paragliding3,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Paragliding3\Paragliding3_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Paragliding3\annotation.txt,matched,DTB70/Paragliding3,,
49,dataset2__Paragliding5,dataset2/Paragliding5,dataset2,Paragliding5,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Paragliding5\Paragliding5_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Paragliding5\annotation.txt,matched,DTB70/Paragliding5,,
50,dataset2__RaceCar,dataset2/RaceCar,dataset2,RaceCar,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\RaceCar\RaceCar_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\RaceCar\annotation.txt,matched,DTB70/RaceCar,,
51,dataset2__RaceCar1,dataset2/RaceCar1,dataset2,RaceCar1,local,scored,249,249,249,249,0.7051061388410786,0.8338114362210748,0.7565882577930771,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\RaceCar1\RaceCar1_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\DTB70\RaceCar1\groundtruth_rect.txt,matched,DTB70/RaceCar1,,
52,dataset2__RcCar3,dataset2/RcCar3,dataset2,RcCar3,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\RcCar3\RcCar3_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\RcCar3\annotation.txt,matched,DTB70/RcCar3,,
53,dataset2__RcCar4,dataset2/RcCar4,dataset2,RcCar4,local,scored,699,670,670,699,0.73226723525231,0.8256574271499644,0.7696233120113718,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\RcCar4\RcCar4_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\DTB70\RcCar4\groundtruth_rect.txt,matched,DTB70/RcCar4,,
54,dataset2__RcCar5,dataset2/RcCar5,dataset2,RcCar5,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\RcCar5\RcCar5_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\RcCar5\annotation.txt,matched,DTB70/RcCar5,,
55,dataset2__RcCar6,dataset2/RcCar6,dataset2,RcCar6,local,scored,210,210,210,210,0.7294784580498865,0.8201814058956917,0.7657596371882086,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\RcCar6\RcCar6_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\DTB70\RcCar6\groundtruth_rect.txt,matched,DTB70/RcCar6,,
56,dataset2__RcCar7,dataset2/RcCar7,dataset2,RcCar7,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\RcCar7\RcCar7_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\RcCar7\annotation.txt,matched,DTB70/RcCar7,,
57,dataset2__RcCar8,dataset2/RcCar8,dataset2,RcCar8,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\RcCar8\RcCar8_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\RcCar8\annotation.txt,matched,DTB70/RcCar8,,
58,dataset2__RcCar9,dataset2/RcCar9,dataset2,RcCar9,local,scored,208,208,208,208,0.8388278388278387,0.9157509157509158,0.8695970695970695,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\RcCar9\RcCar9_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\DTB70\RcCar9\groundtruth_rect.txt,matched,DTB70/RcCar9,,
59,dataset2__Sheep1,dataset2/Sheep1,dataset2,Sheep1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Sheep1\Sheep1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Sheep1\annotation.txt,matched,DTB70/Sheep1,,
60,dataset2__Sheep2,dataset2/Sheep2,dataset2,Sheep2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Sheep2\Sheep2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Sheep2\annotation.txt,matched,DTB70/Sheep2,,
61,dataset2__SkateBoarding4,dataset2/SkateBoarding4,dataset2,SkateBoarding4,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\SkateBoarding4\SkateBoarding4_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\SkateBoarding4\annotation.txt,matched,DTB70/SkateBoarding4,,
62,dataset2__Skiing1,dataset2/Skiing1,dataset2,Skiing1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Skiing1\Skiing1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Skiing1\annotation.txt,matched,DTB70/Skiing1,,
63,dataset2__Skiing2,dataset2/Skiing2,dataset2,Skiing2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Skiing2\Skiing2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Skiing2\annotation.txt,matched,DTB70/Skiing2,,
64,dataset2__SnowBoarding2,dataset2/SnowBoarding2,dataset2,SnowBoarding2,local,scored,117,117,117,117,0.8095238095238095,0.9108669108669109,0.8500610500610501,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\SnowBoarding2\SnowBoarding2_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\DTB70\SnowBoarding2\groundtruth_rect.txt,matched,DTB70/SnowBoarding2,,
65,dataset2__SnowBoarding4,dataset2/SnowBoarding4,dataset2,SnowBoarding4,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\SnowBoarding4\SnowBoarding4_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\SnowBoarding4\annotation.txt,matched,DTB70/SnowBoarding4,,
66,dataset2__SnowBoarding6,dataset2/SnowBoarding6,dataset2,SnowBoarding6,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\SnowBoarding6\SnowBoarding6_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\SnowBoarding6\annotation.txt,matched,DTB70/SnowBoarding6,,
67,dataset2__Soccer1,dataset2/Soccer1,dataset2,Soccer1,local,scored,613,613,613,613,0.7507962401926512,0.8880602812087314,0.8057018565990832,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Soccer1\Soccer1_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\DTB70\Soccer1\groundtruth_rect.txt,matched,DTB70/Soccer1,,
68,dataset2__Soccer2,dataset2/Soccer2,dataset2,Soccer2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Soccer2\Soccer2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Soccer2\annotation.txt,matched,DTB70/Soccer2,,
69,dataset2__SpeedCar2,dataset2/SpeedCar2,dataset2,SpeedCar2,local,scored,308,308,308,308,0.7860235003092145,0.8862090290661719,0.8260977118119974,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\SpeedCar2\SpeedCar2_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\DTB70\SpeedCar2\groundtruth_rect.txt,matched,DTB70/SpeedCar2,,
70,dataset2__SpeedCar4,dataset2/SpeedCar4,dataset2,SpeedCar4,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\SpeedCar4\SpeedCar4_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\SpeedCar4\annotation.txt,matched,DTB70/SpeedCar4,,
71,dataset2__StreetBasketball1,dataset2/StreetBasketball1,dataset2,StreetBasketball1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\StreetBasketball1\StreetBasketball1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\StreetBasketball1\annotation.txt,matched,DTB70/StreetBasketball1,,
72,dataset2__StreetBasketball2,dataset2/StreetBasketball2,dataset2,StreetBasketball2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\StreetBasketball2\StreetBasketball2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\StreetBasketball2\annotation.txt,matched,DTB70/StreetBasketball2,,
73,dataset2__StreetBasketball3,dataset2/StreetBasketball3,dataset2,StreetBasketball3,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\StreetBasketball3\StreetBasketball3_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\StreetBasketball3\annotation.txt,matched,DTB70/StreetBasketball3,,
74,dataset2__SUP2,dataset2/SUP2,dataset2,SUP2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\SUP2\SUP2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\SUP2\annotation.txt,matched,DTB70/SUP2,,
75,dataset2__SUP4,dataset2/SUP4,dataset2,SUP4,local,scored,295,295,295,295,0.805326876513317,0.9046004842615012,0.8450363196125907,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\SUP4\SUP4_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\DTB70\SUP4\groundtruth_rect.txt,matched,DTB70/SUP4,,
76,dataset2__SUP5,dataset2/SUP5,dataset2,SUP5,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\SUP5\SUP5_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\SUP5\annotation.txt,matched,DTB70/SUP5,,
77,dataset2__Surfing03,dataset2/Surfing03,dataset2,Surfing03,local,scored,117,117,117,117,0.46235246235246225,0.814000814000814,0.603011803011803,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Surfing03\Surfing03_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\DTB70\Surfing03\groundtruth_rect.txt,matched,DTB70/Surfing03,,
78,dataset2__Surfing04,dataset2/Surfing04,dataset2,Surfing04,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Surfing04\Surfing04_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Surfing04\annotation.txt,matched,DTB70/Surfing04,,
79,dataset2__Surfing06,dataset2/Surfing06,dataset2,Surfing06,local,scored,106,106,106,106,0.7955974842767295,0.8912848158131177,0.8338724168912848,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Surfing06\Surfing06_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\DTB70\Surfing06\groundtruth_rect.txt,matched,DTB70/Surfing06,,
80,dataset2__Surfing10,dataset2/Surfing10,dataset2,Surfing10,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Surfing10\Surfing10_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Surfing10\annotation.txt,matched,DTB70/Surfing10,,
81,dataset2__Surfing12,dataset2/Surfing12,dataset2,Surfing12,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Surfing12\Surfing12_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Surfing12\annotation.txt,matched,DTB70/Surfing12,,
82,dataset2__Vaulting,dataset2/Vaulting,dataset2,Vaulting,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Vaulting\Vaulting_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Vaulting\annotation.txt,matched,DTB70/Vaulting,,
83,dataset2__Wakeboarding1,dataset2/Wakeboarding1,dataset2,Wakeboarding1,local,scored,77,77,77,77,0.7291280148423006,0.8818800247371676,0.7902288188002475,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Wakeboarding1\Wakeboarding1_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\DTB70\Wakeboarding1\groundtruth_rect.txt,matched,DTB70/Wakeboarding1,,
84,dataset2__Wakeboarding2,dataset2/Wakeboarding2,dataset2,Wakeboarding2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Wakeboarding2\Wakeboarding2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Wakeboarding2\annotation.txt,matched,DTB70/Wakeboarding2,,
85,dataset2__Walking,dataset2/Walking,dataset2,Walking,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Walking\Walking_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Walking\annotation.txt,matched,DTB70/Walking,,
86,dataset2__Yacht2,dataset2/Yacht2,dataset2,Yacht2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Yacht2\Yacht2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Yacht2\annotation.txt,matched,DTB70/Yacht2,,
