row_index,key,dataset,seq_name,annotation_source,evaluation_mode,frame_count,ground_truth_frames,scored_frames,matched_prediction_frames,sequence_id,auc,norm_precision,accuracy_score,total_lost_frames,video_path,annotation_path,match_type,local_label,warning,error
226,dataset5/bird1_3,dataset5,bird1_3,aic,unscored,0,0,0,0,dataset5__bird1_3,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\bird1_3\bird1_3_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\bird1_3\annotation.txt,matched,UAV123/bird1_3,,
227,dataset5/boat1,dataset5,boat1,aic,unscored,0,0,0,0,dataset5__boat1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\boat1\boat1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\boat1\annotation.txt,matched,UAV123/boat1,,
228,dataset5/boat2,dataset5,boat2,aic,unscored,0,0,0,0,dataset5__boat2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\boat2\boat2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\boat2\annotation.txt,matched,UAV123/boat2,,
229,dataset5/boat3,dataset5,boat3,local,scored,901,901,901,901,dataset5__boat3,0.7971037471592408,0.924211193911527,0.8479467258601553,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\boat3\boat3_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\boat3.txt,matched,UAV123/boat3,,
230,dataset5/boat4,dataset5,boat4,aic,unscored,0,0,0,0,dataset5__boat4,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\boat4\boat4_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\boat4\annotation.txt,matched,UAV123/boat4,,
231,dataset5/boat5,dataset5,boat5,local,scored,505,505,505,505,dataset5__boat5,0.8628948609146628,0.943988684582744,0.8953323903818953,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\boat5\boat5_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\boat5.txt,matched,UAV123/boat5,,
232,dataset5/boat6,dataset5,boat6,aic,unscored,0,0,0,0,dataset5__boat6,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\boat6\boat6_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\boat6\annotation.txt,matched,UAV123/boat6,,
233,dataset5/boat7,dataset5,boat7,aic,unscored,0,0,0,0,dataset5__boat7,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\boat7\boat7_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\boat7\annotation.txt,matched,UAV123/boat7,,
234,dataset5/boat8,dataset5,boat8,local,scored,685,685,685,685,dataset5__boat8,0.5846367744177963,0.7512686826555439,0.6512895377128953,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\boat8\boat8_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\boat8.txt,matched,UAV123/boat8,,
235,dataset5/boat9,dataset5,boat9,aic,unscored,0,0,0,0,dataset5__boat9,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\boat9\boat9_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\boat9\annotation.txt,matched,UAV123/boat9,,
236,dataset5/building1,dataset5,building1,local,scored,469,469,469,469,dataset5__building1,0.8724743628794801,0.9399939080109656,0.8994821809320743,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\building1\building1_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\building1.txt,matched,UAV123/building1,,
237,dataset5/building2,dataset5,building2,aic,unscored,0,0,0,0,dataset5__building2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\building2\building2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\building2\annotation.txt,matched,UAV123/building2,,
238,dataset5/building3,dataset5,building3,aic,unscored,0,0,0,0,dataset5__building3,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\building3\building3_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\building3\annotation.txt,matched,UAV123/building3,,
239,dataset5/building4,dataset5,building4,local,scored,787,787,787,787,dataset5__building4,0.6786470623827675,0.8122466267320143,0.7320868881224663,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\building4\building4_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\building4.txt,matched,UAV123/building4,,
240,dataset5/building5,dataset5,building5,aic,unscored,0,0,0,0,dataset5__building5,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\building5\building5_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\building5\annotation.txt,matched,UAV123/building5,,
241,dataset5/car10,dataset5,car10,aic,unscored,0,0,0,0,dataset5__car10,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car10\car10_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car10\annotation.txt,matched,UAV123/car10,,
242,dataset5/car11,dataset5,car11,aic,unscored,0,0,0,0,dataset5__car11,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car11\car11_60.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car11\annotation.txt,matched,UAV123/car11,,
243,dataset5/car12,dataset5,car12,aic,unscored,0,0,0,0,dataset5__car12,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car12\car12_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car12\annotation.txt,matched,UAV123/car12,,
244,dataset5/car13,dataset5,car13,aic,unscored,0,0,0,0,dataset5__car13,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car13\car13_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car13\annotation.txt,matched,UAV123/car13,,
245,dataset5/car14,dataset5,car14,aic,unscored,0,0,0,0,dataset5__car14,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car14\car14_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car14\annotation.txt,matched,UAV123/car14,,
246,dataset5/car15,dataset5,car15,aic,unscored,0,0,0,0,dataset5__car15,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car15\car15_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car15\annotation.txt,matched,UAV123/car15,,
247,dataset5/car16_1,dataset5,car16_1,aic,unscored,0,0,0,0,dataset5__car16_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car16_1\car16_1_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car16_1\annotation.txt,matched,UAV123/car16_1,,
248,dataset5/car16_2,dataset5,car16_2,aic,unscored,0,0,0,0,dataset5__car16_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car16_2\car16_2_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car16_2\annotation.txt,matched,UAV123/car16_2,,
249,dataset5/car17,dataset5,car17,aic,unscored,0,0,0,0,dataset5__car17,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car17\car17_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car17\annotation.txt,matched,UAV123/car17,,
250,dataset5/car18,dataset5,car18,aic,unscored,0,0,0,0,dataset5__car18,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car18\car18_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car18\annotation.txt,matched,UAV123/car18,,
251,dataset5/car1_1,dataset5,car1_1,aic,unscored,0,0,0,0,dataset5__car1_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car1_1\car1_1_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car1_1\annotation.txt,matched,UAV123/car1_1,,
252,dataset5/car1_2,dataset5,car1_2,aic,unscored,0,0,0,0,dataset5__car1_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car1_2\car1_2_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car1_2\annotation.txt,matched,UAV123/car1_2,,
253,dataset5/car1_3,dataset5,car1_3,aic,unscored,0,0,0,0,dataset5__car1_3,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car1_3\car1_3_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car1_3\annotation.txt,matched,UAV123/car1_3,,
254,dataset5/car1_s,dataset5,car1_s,aic,unscored,0,0,0,0,dataset5__car1_s,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car1_s\car1_s_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car1_s\annotation.txt,matched,UAV123/car1_s,,
255,dataset5/car2,dataset5,car2,aic,unscored,0,0,0,0,dataset5__car2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car2\car2_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car2\annotation.txt,matched,UAV123/car2,,
256,dataset5/car2_s,dataset5,car2_s,aic,unscored,0,0,0,0,dataset5__car2_s,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car2_s\car2_s_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car2_s\annotation.txt,matched,UAV123/car2_s,,
257,dataset5/car3,dataset5,car3,aic,unscored,0,0,0,0,dataset5__car3,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car3\car3_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car3\annotation.txt,matched,UAV20L/car3,,
258,dataset5/car3_s,dataset5,car3_s,local,scored,1300,1300,1300,1300,dataset5__car3_s,0.7341391941391942,0.8523076923076922,0.7814065934065934,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car3_s\car3_s_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\car3_s.txt,matched,UAV123/car3_s,,
259,dataset5/car4,dataset5,car4,local,scored,1345,1345,1345,1345,dataset5__car4,0.8257744733581165,0.9024960169941584,0.8564630908125332,38,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car4\car4_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\car4.txt,matched,UAV123/car4,,
260,dataset5/car4_s,dataset5,car4_s,aic,unscored,0,0,0,0,dataset5__car4_s,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car4_s\car4_s_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car4_s\annotation.txt,matched,UAV123/car4_s,,
261,dataset5/car5,dataset5,car5,aic,unscored,0,0,0,0,dataset5__car5,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car5\car5_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car5\annotation.txt,matched,UAV123/car5,,
262,dataset5/car6_1,dataset5,car6_1,aic,unscored,0,0,0,0,dataset5__car6_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car6_1\car6_1_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car6_1\annotation.txt,matched,UAV123/car6_1,,
263,dataset5/car6_2,dataset5,car6_2,aic,unscored,0,0,0,0,dataset5__car6_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car6_2\car6_2_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car6_2\annotation.txt,matched,UAV123/car6_2,,
264,dataset5/car6_3,dataset5,car6_3,aic,unscored,0,0,0,0,dataset5__car6_3,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car6_3\car6_3_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car6_3\annotation.txt,matched,UAV123/car6_3,,
265,dataset5/car6_4,dataset5,car6_4,aic,unscored,0,0,0,0,dataset5__car6_4,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car6_4\car6_4_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car6_4\annotation.txt,matched,UAV123/car6_4,,
266,dataset5/car6_5,dataset5,car6_5,aic,unscored,0,0,0,0,dataset5__car6_5,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car6_5\car6_5_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car6_5\annotation.txt,matched,UAV123/car6_5,,
267,dataset5/car7,dataset5,car7,aic,unscored,0,0,0,0,dataset5__car7,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car7\car7_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car7\annotation.txt,matched,UAV123/car7,,
268,dataset5/car8_1,dataset5,car8_1,aic,unscored,0,0,0,0,dataset5__car8_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car8_1\car8_1_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car8_1\annotation.txt,matched,UAV123/car8_1,,
269,dataset5/car8_2,dataset5,car8_2,aic,unscored,0,0,0,0,dataset5__car8_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car8_2\car8_2_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car8_2\annotation.txt,matched,UAV123/car8_2,,
270,dataset5/car9,dataset5,car9,aic,unscored,0,0,0,0,dataset5__car9,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car9\car9_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\car9\annotation.txt,matched,UAV20L/car9,,
271,dataset5/group1_1,dataset5,group1_1,aic,unscored,0,0,0,0,dataset5__group1_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group1_1\group1_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group1_1\annotation.txt,matched,UAV123/group1_1,,
272,dataset5/group1_2,dataset5,group1_2,aic,unscored,0,0,0,0,dataset5__group1_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group1_2\group1_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group1_2\annotation.txt,matched,UAV123/group1_2,,
273,dataset5/group1_3,dataset5,group1_3,aic,unscored,0,0,0,0,dataset5__group1_3,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group1_3\group1_3_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group1_3\annotation.txt,matched,UAV123/group1_3,,
274,dataset5/group1_4,dataset5,group1_4,aic,unscored,0,0,0,0,dataset5__group1_4,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group1_4\group1_4_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group1_4\annotation.txt,matched,UAV123/group1_4,,
275,dataset5/group2_1,dataset5,group2_1,local,scored,907,840,840,907,dataset5__group2_1,0.43015873015873024,0.5028344671201813,0.4592290249433107,17,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group2_1\group2_1_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\group2_1.txt,matched,UAV123/group2_1,,
276,dataset5/group2_2,dataset5,group2_2,local,scored,865,848,848,865,dataset5__group2_2,0.7204627133872417,0.8862309074573225,0.786769991015274,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group2_2\group2_2_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\group2_2.txt,matched,UAV123/group2_2,,
277,dataset5/group2_3,dataset5,group2_3,local,scored,913,789,789,913,dataset5__group2_3,0.6741505220592673,0.813024322530026,0.7297000422475708,130,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group2_3\group2_3_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\group2_3.txt,matched,UAV123/group2_3,,
278,dataset5/group3_1,dataset5,group3_1,aic,unscored,0,0,0,0,dataset5__group3_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group3_1\group3_1_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group3_1\annotation.txt,matched,UAV123/group3_1,,
279,dataset5/group3_2,dataset5,group3_2,aic,unscored,0,0,0,0,dataset5__group3_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group3_2\group3_2_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group3_2\annotation.txt,matched,UAV123/group3_2,,
280,dataset5/group3_3,dataset5,group3_3,aic,unscored,0,0,0,0,dataset5__group3_3,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group3_3\group3_3_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group3_3\annotation.txt,matched,UAV123/group3_3,,
281,dataset5/group3_4,dataset5,group3_4,aic,unscored,0,0,0,0,dataset5__group3_4,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group3_4\group3_4_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\group3_4\annotation.txt,matched,UAV123/group3_4,,
282,dataset5/person1,dataset5,person1,local,scored,799,799,799,799,dataset5__person1,0.851004231479826,0.9344418618511234,0.884379283628345,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person1\person1_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person1.txt,matched,UAV123/person1,,
283,dataset5/person10,dataset5,person10,aic,unscored,0,0,0,0,dataset5__person10,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person10\person10_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person10\annotation.txt,matched,UAV123/person10,,
284,dataset5/person11,dataset5,person11,aic,unscored,0,0,0,0,dataset5__person11,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person11\person11_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person11\annotation.txt,matched,UAV123/person11,,
285,dataset5/person12_1,dataset5,person12_1,aic,unscored,0,0,0,0,dataset5__person12_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person12_1\person12_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person12_1\annotation.txt,matched,UAV123/person12_1,,
286,dataset5/person12_2,dataset5,person12_2,aic,unscored,0,0,0,0,dataset5__person12_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person12_2\person12_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person12_2\annotation.txt,matched,UAV123/person12_2,,
287,dataset5/person13,dataset5,person13,aic,unscored,0,0,0,0,dataset5__person13,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person13\person13_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person13\annotation.txt,matched,UAV123/person13,,
288,dataset5/person14_1,dataset5,person14_1,aic,unscored,0,0,0,0,dataset5__person14_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person14_1\person14_1_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person14_1\annotation.txt,matched,UAV123/person14_1,,
289,dataset5/person14_2,dataset5,person14_2,aic,unscored,0,0,0,0,dataset5__person14_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person14_2\person14_2_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person14_2\annotation.txt,matched,UAV123/person14_2,,
290,dataset5/person14_3,dataset5,person14_3,aic,unscored,0,0,0,0,dataset5__person14_3,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person14_3\person14_3_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person14_3\annotation.txt,matched,UAV123/person14_3,,
291,dataset5/person15,dataset5,person15,local,scored,1339,1339,1339,1339,dataset5__person15,0.8530175326291828,0.9376933745865785,0.8868878694121411,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person15\person15_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person15.txt,matched,UAV123/person15,,
292,dataset5/person16,dataset5,person16,local,scored,1147,1038,1038,1147,dataset5__person16,0.8118175979447655,0.8692540600055052,0.8347921827690614,110,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person16\person16_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person16.txt,matched,UAV123/person16,,
293,dataset5/person17_1,dataset5,person17_1,aic,unscored,0,0,0,0,dataset5__person17_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person17_1\person17_1_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person17_1\annotation.txt,matched,UAV123/person17_1,,
294,dataset5/person17_2,dataset5,person17_2,aic,unscored,0,0,0,0,dataset5__person17_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person17_2\person17_2_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person17_2\annotation.txt,matched,UAV123/person17_2,,
295,dataset5/person18,dataset5,person18,aic,unscored,0,0,0,0,dataset5__person18,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person18\person18_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person18\annotation.txt,matched,UAV123/person18,,
296,dataset5/person19_1,dataset5,person19_1,local,scored,1243,1148,1148,1243,dataset5__person19_1,0.8864692218350756,0.9399369503899122,0.9078563132570103,59,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person19_1\person19_1_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person19_1.txt,matched,UAV123/person19_1,,
297,dataset5/person19_2,dataset5,person19_2,local,scored,1549,1469,1469,1549,dataset5__person19_2,0.8870627897176571,0.9456708483257155,0.9105060131608804,74,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person19_2\person19_2_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person19_2.txt,matched,UAV123/person19_2,,
298,dataset5/person19_3,dataset5,person19_3,local,scored,1567,1391,1391,1567,dataset5__person19_3,0.6126801547362295,0.7330800041080415,0.6608400944849543,331,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person19_3\person19_3_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person19_3.txt,matched,UAV123/person19_3,,
299,dataset5/person1_s,dataset5,person1_s,aic,unscored,0,0,0,0,dataset5__person1_s,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person1_s\person1_s_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person1_s\annotation.txt,matched,UAV123/person1_s,,
300,dataset5/person20,dataset5,person20,local,scored,1783,1783,1783,1783,dataset5__person20,0.7872766605239967,0.9314691664663621,0.8449536629009429,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person20\person20_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV20L\person20.txt,matched,UAV20L/person20,,
301,dataset5/person21,dataset5,person21,aic,unscored,0,0,0,0,dataset5__person21,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person21\person21_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person21\annotation.txt,matched,UAV123/person21,,
302,dataset5/person22,dataset5,person22,aic,unscored,0,0,0,0,dataset5__person22,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person22\person22_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person22\annotation.txt,matched,UAV123/person22,,
303,dataset5/person23,dataset5,person23,aic,unscored,0,0,0,0,dataset5__person23,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person23\person23_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person23\annotation.txt,matched,UAV123/person23,,
304,dataset5/person2_1,dataset5,person2_1,aic,unscored,0,0,0,0,dataset5__person2_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person2_1\person2_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person2_1\annotation.txt,matched,UAV123/person2_1,,
305,dataset5/person2_2,dataset5,person2_2,aic,unscored,0,0,0,0,dataset5__person2_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person2_2\person2_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person2_2\annotation.txt,matched,UAV123/person2_2,,
306,dataset5/person2_s,dataset5,person2_s,aic,unscored,0,0,0,0,dataset5__person2_s,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person2_s\person2_s_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person2_s\annotation.txt,matched,UAV123/person2_s,,
307,dataset5/person3,dataset5,person3,aic,unscored,0,0,0,0,dataset5__person3,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person3\person3_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person3\annotation.txt,matched,UAV123/person3,,
308,dataset5/person3_s,dataset5,person3_s,local,scored,505,505,505,505,dataset5__person3_s,0.7763319189061763,0.8791136256482791,0.8174446016030175,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person3_s\person3_s_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person3_s.txt,matched,UAV123/person3_s,,
309,dataset5/person4_1,dataset5,person4_1,local,scored,1501,1501,1501,1501,dataset5__person4_1,0.7642206782779736,0.8958789378509566,0.8168839821071667,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person4_1\person4_1_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person4_1.txt,matched,UAV123/person4_1,,
310,dataset5/person4_2,dataset5,person4_2,local,scored,1243,1243,1243,1243,dataset5__person4_2,0.8666436808029732,0.9463280082749108,0.8985174117917483,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person4_2\person4_2_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person4_2.txt,matched,UAV123/person4_2,,
311,dataset5/person5_1,dataset5,person5_1,local,scored,877,877,877,877,dataset5__person5_1,0.8696313188901558,0.9460824238475322,0.9002117608731064,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person5_1\person5_1_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person5_1.txt,matched,UAV123/person5_1,,
312,dataset5/person5_2,dataset5,person5_2,local,scored,1225,1225,1225,1225,dataset5__person5_2,0.8645675413022351,0.9406025267249757,0.8949815354713313,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person5_2\person5_2_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person5_2.txt,matched,UAV123/person5_2,,
313,dataset5/person6,dataset5,person6,local,scored,901,901,901,901,dataset5__person6,0.8687172982400507,0.9427620104645632,0.8983351831298558,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person6\person6_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\person6.txt,matched,UAV123/person6,,
